modelo,dispositivo,lat_ms_avg,lat_ms_p95,lat_ms_min,energia_mJ,psnr,ssim,ms_ssim
modelo.onnx,CPU,21.229902006146517,29.375318721378118,13.433276892292918,0.05307475501536629,29.15984857863865,0.8218007657040282,0.9603460431098938
modelo.onnx,CPU,23.428077851319724,29.3599511609951,11.571595594955589,0.058570194628299314,27.2412472824996,0.8762485957819018,0.9752351641654968
